0.0 0.0 0.9803314 -4.99237 0.992542867 0.121896092 0.9803412 -4.9923799 0.992518468 0.122094598
0.0 0.0 0.9803412 -4.9923799 0.992518468 0.122094598 0.9803696 -4.9923602 0.992518468 0.122094598
0.0 0.0 0.9803696 -4.9923602 0.992518468 0.122094598 0.9803482 -4.9923299 0.992555052 0.121796837
0.0 0.0 0.9803482 -4.9923299 0.992555052 0.121796837 0.9803558 -4.992328 0.992506254 0.122193849
0.0 0.0 0.9803558 -4.992328 0.992506254 0.122193849 0.9803406 -4.9923505 0.992555052 0.121796837
0.0 0.0 0.9803406 -4.9923505 0.992555052 0.121796837 0.9803767 -4.9923584 0.992518468 0.122094598
0.0 0.0 0.9803767 -4.9923584 0.992518468 0.122094598 0.9803526 -4.9923243 0.992542867 0.121896092
0.0 0.0 0.9803526 -4.9923243 0.992542867 0.121896092 0.9803642 -4.9923491 0.992530672 0.121995345
0.0 0.0 0.9803642 -4.9923491 0.992530672 0.121995345 0.9803632 -4.9923583 0.992555052 0.121796837
0.0 0.0 0.9803632 -4.9923583 0.992555052 0.121796837 0.9803668 -4.9923235 0.992530672 0.121995345
0.0 0.0 0.9803668 -4.9923235 0.992530672 0.121995345 0.9803755 -4.9923587 0.992555052 0.121796837
0.0 0.0 0.9803755 -4.9923587 0.992555052 0.121796837 0.9804003 -4.992399 0.992542867 0.121896092
0.0 0.0 0.9804003 -4.992399 0.992542867 0.121896092 0.9803246 -4.9923239 0.992555052 0.121796837
0.0 0.0 0.9803246 -4.9923239 0.992555052 0.121796837 0.9803852 -4.9924607 0.992530672 0.121995345
0.0 0.0 0.9803852 -4.9924607 0.992530672 0.121995345 0.9803346 -4.992297 0.992555052 0.121796837
0.0 0.0 0.9803346 -4.992297 0.992555052 0.121796837 0.9803968 -4.9923968 0.992530672 0.121995345
0.0 0.0 0.9803968 -4.9923968 0.992530672 0.121995345 0.9803618 -4.992361 0.992542867 0.121896092
0.0 0.0 0.9803618 -4.992361 0.992542867 0.121896092 0.9804253 -4.9924817 0.992542867 0.121896092
0.0 0.0 0.9804253 -4.9924817 0.992542867 0.121896092 0.9803158 -4.9922968 0.992579391 0.121598323
0.0 0.0 0.9803158 -4.9922968 0.992579391 0.121598323 0.9804184 -4.9924278 0.992530672 0.121995345
0.0 0.0 0.9804184 -4.9924278 0.992530672 0.121995345 0.9803606 -4.9923749 0.992542867 0.121896092
0.0 0.0 0.9803606 -4.9923749 0.992542867 0.121896092 0.9804374 -4.9925283 0.992530672 0.121995345
0.0 0.0 0.9804374 -4.9925283 0.992530672 0.121995345 0.9803652 -4.9923762 0.992591546 0.121499065
0.0 0.0 0.9803652 -4.9923762 0.992591546 0.121499065 0.9803932 -4.9923607 0.992530672 0.121995345
0.0 0.0 0.9803932 -4.9923607 0.992530672 0.121995345 0.9803583 -4.9923465 0.992530672 0.121995345
0.0 0.0 0.9803583 -4.9923465 0.992530672 0.121995345 0.9803939 -4.9924949 0.992542867 0.121896092
0.0 0.0 0.9803939 -4.9924949 0.992542867 0.121896092 0.9803811 -4.9923605 0.992542867 0.121896092
0.0 0.0 0.9803811 -4.9923605 0.992542867 0.121896092 0.9804159 -4.9924571 0.992542867 0.121896092
0.0 0.0 0.9804159 -4.9924571 0.992542867 0.121896092 0.980341 -4.9923401 0.992567226 0.121697581
0.0 0.0 0.980341 -4.9923401 0.992567226 0.121697581 0.9803801 -4.9924158 0.992542867 0.121896092
0.0 0.0 0.9803801 -4.9924158 0.992542867 0.121896092 0.9803992 -4.9924579 0.992567226 0.121697581
0.0 0.0 0.9803992 -4.9924579 0.992567226 0.121697581 0.980414 -4.9924372 0.992542867 0.121896092
0.0 0.0 0.980414 -4.9924372 0.992542867 0.121896092 0.9803915 -4.9924079 0.992530672 0.121995345
0.0 0.0 0.9803915 -4.9924079 0.992530672 0.121995345 0.9804068 -4.9924303 0.992567226 0.121697581
0.0 0.0 0.9804068 -4.9924303 0.992567226 0.121697581 0.9803891 -4.9923646 0.992555052 0.121796837
0.0 0.0 0.9803891 -4.9923646 0.992555052 0.121796837 0.9803623 -4.9924903 0.992579391 0.121598323
0.0 0.0 0.9803623 -4.9924903 0.992579391 0.121598323 0.9804266 -4.9924248 0.992494029 0.122293099
0.0 0.0 0.9804266 -4.9924248 0.992494029 0.122293099 0.9803923 -4.9924582 0.992567226 0.121697581
0.0 0.0 0.9803923 -4.9924582 0.992567226 0.121697581 0.9803552 -4.9922873 0.992555052 0.121796837
0.0 0.0 0.9803552 -4.9922873 0.992555052 0.121796837 0.9803495 -4.9924104 0.992603691 0.121399805
0.0 0.0 0.9803495 -4.9924104 0.992603691 0.121399805 0.9803495 -4.9924104 0.992603691 0.121399805
0.0 0.0 0.9803495 -4.9924104 0.992603691 0.121399805 0.9803495 -4.9924104 0.992603691 0.121399805
0.0 0.0 0.9803495 -4.9924104 0.992603691 0.121399805 0.9803495 -4.9924104 0.992603691 0.121399805
0.0 0.0 0.9803495 -4.9924104 0.992603691 0.121399805 0.9803983 -4.9924731 0.992567226 0.121697581
0.0 0.0 0.9803983 -4.9924731 0.992567226 0.121697581 0.9803395 -4.9923573 0.992567226 0.121697581
0.0 0.0 0.9803395 -4.9923573 0.992567226 0.121697581 0.9803983 -4.9924125 0.992542867 0.121896092
0.0 0.0 0.9803983 -4.9924125 0.992542867 0.121896092 0.980408 -4.9924575 0.992530672 0.121995345
0.0 0.0 0.980408 -4.9924575 0.992530672 0.121995345 0.9804109 -4.9924503 0.992567226 0.121697581
0.0 0.0 0.9804109 -4.9924503 0.992567226 0.121697581 0.9803738 -4.9923806 0.992542867 0.121896092
0.0 0.0 0.9803738 -4.9923806 0.992542867 0.121896092 0.9803404 -4.9923806 0.992579391 0.121598323
0.0 0.0 0.9803404 -4.9923806 0.992579391 0.121598323 0.9804174 -4.9924497 0.992518468 0.122094598
0.0 0.0 0.9804174 -4.9924497 0.992518468 0.122094598 0.9804158 -4.9924714 0.992579391 0.121598323
0.0 0.0 0.9804158 -4.9924714 0.992579391 0.121598323 0.9803695 -4.9923661 0.992567226 0.121697581
0.0 0.0 0.9803695 -4.9923661 0.992567226 0.121697581 0.9803546 -4.9923716 0.992555052 0.121796837
0.0 0.0 0.9803546 -4.9923716 0.992555052 0.121796837 0.9804019 -4.9924736 0.992555052 0.121796837
0.0 0.0 0.9804019 -4.9924736 0.992555052 0.121796837 0.980372 -4.9924072 0.992555052 0.121796837
0.0 0.0 0.980372 -4.9924072 0.992555052 0.121796837 0.980362 -4.9924503 0.992567226 0.121697581
0.0 0.0 0.980362 -4.9924503 0.992567226 0.121697581 0.9803602 -4.9923619 0.992567226 0.121697581
0.0 0.0 0.9803602 -4.9923619 0.992567226 0.121697581 0.9803876 -4.9924739 0.992555052 0.121796837
0.0 0.0 0.9803876 -4.9924739 0.992555052 0.121796837 0.9803754 -4.9924424 0.992567226 0.121697581
0.0 0.0 0.9803754 -4.9924424 0.992567226 0.121697581 0.9803904 -4.992465 0.992555052 0.121796837
0.0 0.0 0.9803904 -4.992465 0.992555052 0.121796837 0.9803208 -4.9924019 0.992591546 0.121499065
0.0 0.0 0.9803208 -4.9924019 0.992591546 0.121499065 0.9804118 -4.9924578 0.992542867 0.121896092
0.0 0.0 0.9804118 -4.9924578 0.992542867 0.121896092 0.9803944 -4.9924461 0.992555052 0.121796837
0.0 0.0 0.9803944 -4.9924461 0.992555052 0.121796837 0.980417 -4.9924943 0.992555052 0.121796837
0.0 0.0 0.980417 -4.9924943 0.992555052 0.121796837 0.9803467 -4.9923934 0.992579391 0.121598323
0.0 0.0 0.9803467 -4.9923934 0.992579391 0.121598323 0.9803844 -4.9924492 0.992567226 0.121697581
0.0 0.0 0.9803844 -4.9924492 0.992567226 0.121697581 0.98038 -4.9924282 0.992591546 0.121499065
0.0 0.0 0.98038 -4.9924282 0.992591546 0.121499065 0.980459 -4.9924801 0.992530672 0.121995345
0.0 0.0 0.980459 -4.9924801 0.992530672 0.121995345 0.9803684 -4.9924865 0.992603691 0.121399805
0.0 0.0 0.9803684 -4.9924865 0.992603691 0.121399805 0.9803962 -4.9924618 0.992555052 0.121796837
0.0 0.0 0.9803962 -4.9924618 0.992555052 0.121796837 0.9803885 -4.9924535 0.992615826 0.121300544
0.0 0.0 0.9803885 -4.9924535 0.992615826 0.121300544 0.9804267 -4.992447 0.992542867 0.121896092
0.0 0.0 0.9804267 -4.992447 0.992542867 0.121896092 0.9804176 -4.9924844 0.992555052 0.121796837
0.0 0.0 0.9804176 -4.9924844 0.992555052 0.121796837 0.980371 -4.9924949 0.992567226 0.121697581
0.0 0.0 0.980371 -4.9924949 0.992567226 0.121697581 0.9803843 -4.9924494 0.992579391 0.121598323
0.0 0.0 0.9803843 -4.9924494 0.992579391 0.121598323 0.980423 -4.9924662 0.992555052 0.121796837
0.0 0.0 0.980423 -4.9924662 0.992555052 0.121796837 0.9803809 -4.9924307 0.992567226 0.121697581
0.0 0.0 0.9803809 -4.9924307 0.992567226 0.121697581 0.9804156 -4.9924752 0.992567226 0.121697581
0.0 0.0 0.9804156 -4.9924752 0.992567226 0.121697581 0.9803993 -4.9925051 0.992567226 0.121697581
0.0 0.0 0.9803993 -4.9925051 0.992567226 0.121697581 0.9803974 -4.9925248 0.992567226 0.121697581
0.0 0.0 0.9803974 -4.9925248 0.992567226 0.121697581 0.9804271 -4.9925208 0.992542867 0.121896092
0.0 0.0 0.9804271 -4.9925208 0.992542867 0.121896092 0.9803991 -4.9926064 0.992579391 0.121598323
0.0 0.0 0.9803991 -4.9926064 0.992579391 0.121598323 0.980341 -4.9924343 0.992603691 0.121399805
0.0 0.0 0.980341 -4.9924343 0.992603691 0.121399805 0.9804379 -4.9925097 0.992530672 0.121995345
